6.213152	6.213152	Hit1
8.233581	8.233581	Hit2
9.322016	9.322016	Hit3
12.315213	12.315213	Faster
24.304032	24.304032	Doubletime
36.708998	36.708998	Metronome
45.572843	45.572843	Ramp Up
47.102448	47.102448	Drop
48.829785	48.829785	Return
72.503254	72.503254	Slower
78.036134	78.036134	Drop
78.249692	78.249692	Hit
79.272065	79.272065	Normal
